Running 1m test @ http://127.0.0.1:8080
  2 threads and 1000 connections
  Thread calibration: mean lat.: 2.936ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 89.077ms, rate sampling interval: 852ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.33ms    2.04ms  32.43ms   92.92%
    Req/Sec     5.28k     1.30k   15.89k    76.95%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.91ms
 75.000%    2.59ms
 90.000%    3.64ms
 99.000%   12.05ms
 99.900%   20.96ms
 99.990%   31.34ms
 99.999%   32.17ms
100.000%   32.45ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.083     0.000000            1         1.00
       0.890     0.100000        47568         1.11
       1.181     0.200000        95068         1.25
       1.438     0.300000       142601         1.43
       1.676     0.400000       190002         1.67
       1.908     0.500000       237687         2.00
       2.027     0.550000       261336         2.22
       2.149     0.600000       285159         2.50
       2.279     0.650000       308827         2.86
       2.421     0.700000       332534         3.33
       2.591     0.750000       356305         4.00
       2.691     0.775000       368233         4.44
       2.807     0.800000       380029         5.00
       2.943     0.825000       391871         5.71
       3.109     0.850000       403745         6.67
       3.327     0.875000       415628         8.00
       3.469     0.887500       421601         8.89
       3.641     0.900000       427500        10.00
       3.877     0.912500       433456        11.43
       4.183     0.925000       439391        13.33
       4.627     0.937500       445306        16.00
       4.983     0.943750       448277        17.78
       5.459     0.950000       451259        20.00
       6.043     0.956250       454224        22.86
       6.663     0.962500       457186        26.67
       7.391     0.968750       460159        32.00
       7.819     0.971875       461638        35.56
       8.279     0.975000       463141        40.00
       8.735     0.978125       464618        45.71
       9.335     0.981250       466100        53.33
      10.111     0.984375       467585        64.00
      10.679     0.985938       468318        71.11
      11.231     0.987500       469072        80.00
      11.759     0.989062       469807        91.43
      12.239     0.990625       470543       106.67
      12.743     0.992188       471283       128.00
      13.031     0.992969       471658       142.22
      13.367     0.993750       472032       160.00
      13.975     0.994531       472399       182.86
      14.591     0.995313       472771       213.33
      15.255     0.996094       473141       256.00
      15.615     0.996484       473328       284.44
      16.079     0.996875       473509       320.00
      16.623     0.997266       473696       365.71
      17.055     0.997656       473883       426.67
      17.535     0.998047       474068       512.00
      17.839     0.998242       474161       568.89
      18.191     0.998437       474251       640.00
      18.751     0.998633       474345       731.43
      20.095     0.998828       474437       853.33
      21.023     0.999023       474531      1024.00
      21.455     0.999121       474580      1137.78
      21.823     0.999219       474623      1280.00
      22.159     0.999316       474669      1462.86
      22.447     0.999414       474715      1706.67
      22.847     0.999512       474762      2048.00
      23.119     0.999561       474791      2275.56
      23.215     0.999609       474808      2560.00
      23.407     0.999658       474834      2925.71
      23.519     0.999707       474855      3413.33
      23.791     0.999756       474878      4096.00
      24.031     0.999780       474889      4551.11
      27.503     0.999805       474902      5120.00
      27.727     0.999829       474913      5851.43
      27.935     0.999854       474924      6826.67
      28.191     0.999878       474937      8192.00
      28.511     0.999890       474941      9102.22
      31.375     0.999902       474947     10240.00
      31.503     0.999915       474953     11702.86
      31.615     0.999927       474960     13653.33
      31.695     0.999939       474965     16384.00
      31.759     0.999945       474969     18204.44
      31.775     0.999951       474970     20480.00
      31.855     0.999957       474973     23405.71
      31.903     0.999963       474978     27306.67
      31.935     0.999969       474979     32768.00
      31.967     0.999973       474982     36408.89
      31.967     0.999976       474982     40960.00
      32.031     0.999979       474983     46811.43
      32.095     0.999982       474985     54613.33
      32.127     0.999985       474986     65536.00
      32.143     0.999986       474987     72817.78
      32.175     0.999988       474988     81920.00
      32.175     0.999989       474988     93622.86
      32.191     0.999991       474989    109226.67
      32.223     0.999992       474990    131072.00
      32.223     0.999993       474990    145635.56
      32.239     0.999994       474991    163840.00
      32.239     0.999995       474991    187245.71
      32.239     0.999995       474991    218453.33
      32.335     0.999996       474992    262144.00
      32.335     0.999997       474992    291271.11
      32.335     0.999997       474992    327680.00
      32.335     0.999997       474992    374491.43
      32.335     0.999998       474992    436906.67
      32.447     0.999998       474993    524288.00
      32.447     1.000000       474993          inf
#[Mean    =        2.328, StdDeviation   =        2.039]
#[Max     =       32.432, Total count    =       474993]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  588000 requests in 1.00m, 1.15GB read
Requests/sec:   9799.68
Transfer/sec:     19.57MB
